Codice_Prodotto;Codice_EAN;Prezzo_Acquisto;Prezzo_Vendita;Prezzo_Listino;Spese_Consegna;Spese_Consegna_Incluse;Attivo;Codice_Fornitore;Codice_Cliente;Descrizione_Breve;Descrizione_Estesa;Data_Lancio;Classificazione;Descrizione_Classificazione;Codice_Marchio;Descrizione_Marchio;Iva;Note;Link_Scheda_Energetica;Link_Video;Data_Fuori_Produzione;Raee;Raee Annegata;Siae;Siae Annegata
"9460063072";"4020628799762";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  THE TUNNEL   TRAPPOLA NEL BUIO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063071";"4020628798833";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  LAMU   ONLY YOU";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063070";"4020628798826";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  LAMU   ONLY YOU";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063069";"4020628798758";"33.95";"49.99";"49.99";"0";"0";"1";"";"";"DVD  LAMU SERIE TV VOL  1";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063068";"4020628798741";"40.75";"59.99";"59.99";"0";"0";"1";"";"";"BRD  LAMU SERIE TV VOL  1";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063067";"4020628798635";"27.15";"39.99";"39.99";"0";"0";"1";"";"";"BRD  A TE CHE CONOSCI LAZZURRO DEL CIELO   HER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063066";"4020628804626";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"DVD  LALBA DEI MORTI VIVENTI SNEYDER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063065";"4020628804619";"17.00";"24.99";"24.99";"0";"0";"1";"";"";"BRD  LALBA DEI MORTI VIVENTI SNEYDER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063064";"4020628802448";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  MONSTER SCHOOL";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063063";"4020628800918";"6.80";"9.99";"9.99";"0";"0";"1";"";"";"DVD  MYSTERY MEN";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063062";"4020628800901";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  MYSTERY MEN";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063061";"4020628800895";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  SCOTT PILGRIM 10TH ANNIVERSARY EDITION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063060";"4020628800888";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"BRD  SCOTT PILGRIM 10TH ANNIVERSARY EDITION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063059";"4020628800444";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  LUPIN III  THE FIRST";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063058";"4020628800437";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  LUPIN III  THE FIRST";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063057";"4020628798857";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  LAMU BEAUTIFUL DREAMER DVD IT";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063056";"4020628798840";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRDDVD  LAMU BEAUTIFUL DREAMER BD IT";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063055";"4020628798673";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  METEOHEROES VOL  1";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063054";"4020628802233";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  THE OTHERS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063053";"4020628802226";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  THE OTHERS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063052";"4020628801847";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"DVD  IL CONVENTO  HERETIKS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063051";"4020628801830";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"BRD  IL CONVENTO  HERETIKS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063050";"4020628801076";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  CLEANIN UP THE TOWN: REMEMBERING GHOSTBUST";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063049";"4020628801069";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  CLEANIN UP THE TOWN: REMEMBERING GHOSTBUST";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063048";"4020628800772";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  THE BOXER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063047";"4020628800765";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  THE BOXER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063046";"4020628799915";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  ANCHE SE IL MONDO FINISSE DOMANI  THE RELA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063045";"4020628799908";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  ANCHE SE IL MONDO FINISSE DOMANI  THE RELA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063044";"4020628799694";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  LORGANO GENOCIDA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063043";"4020628799687";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  LORGANO GENOCIDA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063042";"4020628799113";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"DVD  MATTHIAS AND MAXIME";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063041";"4020628799106";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"BRD  MATTHIAS AND MAXIME";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063040";"4020628799014";"6.80";"9.99";"9.99";"0";"0";"1";"";"";"DVD  KIDECATS  DOLCI GATTINI: IL PIC NIC";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063039";"4020628798970";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  FULCI FOR FAKE";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063038";"4020628798963";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  FULCI FOR FAKE";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063037";"4020628798901";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  GORMITI  LA CHIAMATA DEI LORD";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063036";"4020628801014";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  ESSERE JOHN MALKOVICH";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063035";"4020628801007";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  ESSERE JOHN MALKOVICH";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063034";"4020628800970";"20.35";"29.99";"29.99";"0";"0";"1";"";"";"DVD  DEATH RACE COLLECTION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063033";"4020628800963";"27.15";"39.99";"39.99";"0";"0";"1";"";"";"BRD  DEATH RACE COLLECTION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063032";"4020628800956";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  FRIDAY NIGHT LIGHTS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063031";"4020628800949";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  FRIDAY NIGHT LIGHTS";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063030";"4020628800819";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"DVD  SMOKIN  ACES COLLECTION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063029";"4020628800802";"17.00";"24.99";"24.99";"0";"0";"1";"";"";"BRD  SMOKIN  ACES COLLECTION";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063028";"4020628800055";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  CAPTAIN TSUBASA VOL  1";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063027";"4020628800048";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  CAPTAIN TSUBASA VOL  2";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063026";"4020628799854";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  DOPO IL MATRIMONIO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063025";"4020628799847";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"BRD  DOPO IL MATRIMONIO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063024";"4020628799670";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  HARMONY";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063023";"4020628799663";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  HARMONY";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063022";"4020628799588";"17.00";"24.99";"24.99";"0";"0";"1";"";"";"BRD  CAPTAIN TSUBASA VOL  1";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063021";"4020628799571";"17.00";"24.99";"24.99";"0";"0";"1";"";"";"BRD  CAPTAIN TSUBASA VOL  2";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063020";"4020628799144";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  SCARPETTE ROSSE E I 7 NANI";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063019";"4020628804046";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  KILO DUE BRAVO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063018";"4020628804039";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  KILO DUE BRAVO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063017";"4020628801885";"6.80";"9.99";"9.99";"0";"0";"1";"";"";"DVD  BERNIE IL DELFINO";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063016";"4020628800857";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"DVD  SLITHER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063015";"4020628800840";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  SLITHER";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063014";"4020628799717";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"DVD  L IMPERO DEI CADAVERI";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063013";"4020628799700";"13.60";"19.99";"19.99";"0";"0";"1";"";"";"BRD  L IMPERO DEI CADAVERI";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063012";"4020628799595";"40.75";"59.99";"59.99";"0";"0";"1";"";"";"DVD  COMBATTLER V";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063011";"4020628805845";"6.80";"9.99";"9.99";"0";"0";"1";"";"";"DVD  KILL CHAIN UCCISIONI A CATENA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063010";"4020628805838";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  KILL CHAIN  UCCISIONI A CATENA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063009";"4020628805371";"27.15";"39.99";"39.99";"0";"0";"1";"";"";"DVD  LOVE HINA  LA SERIE TV   SPECIAL";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063008";"4020628805364";"33.95";"49.99";"49.99";"0";"0";"1";"";"";"BRD  LOVE HINA  LA SERIE TV   SPECIAL";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063007";"4020628801656";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"DVD  IL MUSEO DEL PRADO: LA CORTE DELLE MERAVIGL";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063006";"4020628801649";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"BRD  IL MUSEO DEL PRADO: LA CORTE DELLE MERAVIGL";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063005";"4020628801236";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"DVD  TRADING PAINT OLTRE LA LEGGENDA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063004";"4020628801229";"8.85";"12.99";"12.99";"0";"0";"1";"";"";"BRD  TRADING PAINT  OLTRE LA LEGGENDA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063003";"4020628801090";"10.20";"14.99";"14.99";"0";"0";"1";"";"";"DVD  DARLIN";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063002";"4020628801083";"11.55";"16.99";"16.99";"0";"0";"1";"";"";"BRD  DARLIN";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"9460063001";"4020628800314";"27.15";"39.99";"39.99";"0";"0";"1";"";"";"DVD  CHARLOTTE   LA SERIE COMPLETA";"";"";"0802";"VIDEO";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068121";"8057168508208";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"XBX XBO HOT WHEELS UNLEASHED 2 PURE FIRE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068120";"5055277053087";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"XBX UNICORN OVERLORD";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068119";"5055277052462";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"XBX XBO LIKE A DRAGON INFINITE WEALTH";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068118";"4020628601324";"65.65";"90.99";"90.99";"0";"0";"1";"";"";"XBX XBO CITIES SKYLINE II PREMIUM ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068117";"4020628598631";"22.35";"30.99";"30.99";"0";"0";"1";"";"";"XBO MARVELS GUARDIANS OF THE GALAXY";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068116";"4020628587116";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"XBX XBO TEARDOWN DE LUXE EDIT";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068115";"5056208822758";"22.35";"30.99";"30.99";"0";"0";"1";"";"";"XBX TREPANG2";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068114";"4020628597948";"94.50";"130.99";"130.99";"0";"0";"1";"";"";"XBX XBO PAYDAY 3 COLLECTORS EDITION";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068113";"3701529507137";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"XBX XBO PUFFI 2 PRIGIONIERO DELLA PIETRA VERDE";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068112";"5055277051885";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"XBX XBO SONIC SUPERSTARS";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068111";"5055277051526";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"XBX XBO PERSONA 5 TACTICA LAUNCH EDIT";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068110";"4020628601300";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"XBX CITIES SKYLINES II DAY ONE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068109";"3701529501425";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"XBX XBO ASTERIX E OBELIX SLAP THEM ALL 2";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068108";"5056208822420";"40.40";"55.99";"55.99";"0";"0";"1";"";"";"XBX XBO  F1 MANAGER 2023";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068107";"5056208819482";"25.95";"35.99";"35.99";"0";"0";"1";"";"";"XBX XBO MOVING OUT 2 PS4";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068106";"5055856431336";"25.95";"35.99";"35.99";"0";"0";"1";"";"";"XBX XBO STARFIELD PREMIUM ED UPGRADE";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068105";"5055856431268";"58.45";"80.99";"80.99";"0";"0";"1";"";"";"XBX XBO STARFIELD";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068104";"4020628601690";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"XBX XBO PAYDAY 3 DAY ONE EDITION";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068103";"8057168507966";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"XBX HOT WHEELS UNLEASHED 2 DAY ONE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068102";"5906961191878";"58.45";"80.99";"80.99";"0";"0";"1";"";"";"XBX LORDS OF THE FALLEN DELUXE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068101";"5906961191861";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"XBX LORDS OF THE FALLEN";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068100";"3701529505744";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"XBX PUFFI KART";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068099";"3701529508127";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"XBX UFO ROBOT GOLDRAKE BANCHETTO DEI LUPI DE LUXE";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068098";"3701529508059";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"XBX A CHRISTIE MURDER ON THE ORIENT EXP DELUXE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6825068097";"5056208816344";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"XBX GORD";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068170";"8057168508154";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 HOT WHEELS UNLEASHED 2 PURE FIRE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068169";"5055277052943";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 UNICORN OVERLORD";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068168";"5055277052370";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"PS5 LIKE A DRAGON INFINITE WEALTH";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068167";"4020628601331";"65.65";"90.99";"90.99";"0";"0";"1";"";"";"PS5 CITIES SKYLINE II PREMIUM ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068166";"4020628598648";"22.35";"30.99";"30.99";"0";"0";"1";"";"";"PS5 MARVELS GUARDIANS OF THE GALAXY";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068165";"4020628587123";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"PS5 TEARDOWN DE LUXE EDIT";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068164";"0884095215064";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"PS5 THE LORD OF THE RINGS RETURN TO MOIRA";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068163";"0810100863593";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 THE LEGEND OF LEGACY HD REMASTERED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068162";"0810100863357";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 THE LEGEND OF HEROES TRAILS THROUGH DAYBREAK";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068161";"0810100862541";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 THE CALIGULA EFFECT 2";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068160";"0810100861667";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"PS5 THE LEGEND OF HEROES TRAILS OF COLD  III E IV";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068159";"5056208822680";"22.35";"30.99";"30.99";"0";"0";"1";"";"";"PS5 TREPANG2";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068158";"5055277052271";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 FOOTBALL MANAGER 2024";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068156";"4020628611538";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 LETS SING 2024 1 MIC";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068155";"4020628597955";"94.50";"130.99";"130.99";"0";"0";"1";"";"";"PS5 PAYDAY 3 COLLECTORS EDITION";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068154";"3701529509933";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"PS5 SURVIVOR CASTAWAY ISLAND";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068153";"5060327537240";"51.20";"70.99";"70.99";"0";"0";"1";"";"";"PS5 FATE SAMURAI REMNANT";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068152";"5055277051700";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 SONIC SUPERSTARS";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068151";"5055277051342";"44.00";"60.99";"60.99";"0";"0";"1";"";"";"PS5 PERSONA 5 TACTICA LAUNCH EDIT";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068150";"5021290097971";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 STAR OCEAN THE SECOND STORY R";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068149";"4020628601317";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 CITIES SKYLINES II DAY ONE ED";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068148";"3701529505720";"36.80";"50.99";"50.99";"0";"0";"1";"";"";"PS5 PUFFI 2 PRIGIONIERO DELLA PIETRA VERDE";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
"6824068147";"3701529503467";"29.60";"40.99";"40.99";"0";"0";"1";"";"";"PS5 OPERATION WOLF RETURNS FIRST MISSION";"";"";"0803";"GAME";"KOC";"Koch Media";"22";"";"";"";"";"0";"0";"0";"0"
